date,open,high,low,close
2023-06-06 16:00:00,0.11570000,0.12130000,0.11530000,0.11750000
2023-06-06 20:00:00,0.11760000,0.11950000,0.11600000,0.11660000
2023-06-07 00:00:00,0.11650000,0.11650000,0.11290000,0.11390000
2023-06-07 04:00:00,0.11390000,0.12010000,0.11380000,0.11850000
2023-06-07 08:00:00,0.11850000,0.13640000,0.11760000,0.13470000
2023-06-07 12:00:00,0.13480000,0.14560000,0.12670000,0.13160000
2023-06-07 16:00:00,0.13160000,0.13810000,0.12580000,0.13560000
2023-06-07 20:00:00,0.13550000,0.14170000,0.13020000,0.13650000
2023-06-08 00:00:00,0.13640000,0.14510000,0.12370000,0.12650000
2023-06-08 04:00:00,0.12650000,0.12810000,0.11430000,0.11720000
2023-06-08 08:00:00,0.11710000,0.11710000,0.11240000,0.11460000
2023-06-08 12:00:00,0.11460000,0.11590000,0.11140000,0.11350000
2023-06-08 16:00:00,0.11340000,0.11370000,0.11050000,0.11220000
2023-06-08 20:00:00,0.11220000,0.11280000,0.11060000,0.11100000
2023-06-09 00:00:00,0.11090000,0.11950000,0.11050000,0.11770000
2023-06-09 04:00:00,0.11760000,0.12000000,0.11590000,0.11630000
2023-06-09 08:00:00,0.11640000,0.11880000,0.11480000,0.11570000
2023-06-09 12:00:00,0.11570000,0.12090000,0.11560000,0.11630000
2023-06-09 16:00:00,0.11620000,0.11720000,0.11100000,0.11120000
2023-06-09 20:00:00,0.11120000,0.11360000,0.11060000,0.11350000
2023-06-10 00:00:00,0.11330000,0.11410000,0.10650000,0.10780000
2023-06-10 04:00:00,0.10780000,0.10930000,0.08100000,0.09740000
2023-06-10 08:00:00,0.09740000,0.09960000,0.09700000,0.09840000
2023-06-10 12:00:00,0.09850000,0.10190000,0.09630000,0.09940000
2023-06-10 16:00:00,0.09970000,0.10150000,0.09680000,0.09850000
2023-06-10 20:00:00,0.09850000,0.10070000,0.09770000,0.10020000
2023-06-11 00:00:00,0.10010000,0.10100000,0.09880000,0.09920000
2023-06-11 04:00:00,0.09920000,0.09940000,0.09740000,0.09920000
2023-06-11 08:00:00,0.09910000,0.10370000,0.09860000,0.10190000
2023-06-11 12:00:00,0.10180000,0.10560000,0.10090000,0.10130000
2023-06-11 16:00:00,0.10160000,0.10270000,0.09990000,0.10100000
2023-06-11 20:00:00,0.10100000,0.10220000,0.09840000,0.09950000
2023-06-12 00:00:00,0.09950000,0.09970000,0.09510000,0.09730000
2023-06-12 04:00:00,0.09740000,0.09870000,0.09550000,0.09580000
2023-06-12 08:00:00,0.09560000,0.10070000,0.09550000,0.10020000
2023-06-12 12:00:00,0.10020000,0.10060000,0.09790000,0.09790000
2023-06-12 16:00:00,0.09800000,0.09900000,0.09610000,0.09860000
2023-06-12 20:00:00,0.09850000,0.11440000,0.09830000,0.10920000
2023-06-13 00:00:00,0.10940000,0.11580000,0.10840000,0.11340000
2023-06-13 04:00:00,0.11350000,0.12050000,0.11110000,0.11940000
2023-06-13 08:00:00,0.11940000,0.12510000,0.11780000,0.12420000
2023-06-13 12:00:00,0.12420000,0.12750000,0.11620000,0.11640000
