date,open,high,low,close
2023-06-06 16:00:00,0.01048000,0.01096000,0.01048000,0.01090000
2023-06-06 20:00:00,0.01091000,0.01098000,0.01072000,0.01080000
2023-06-07 00:00:00,0.01080000,0.01086000,0.01039000,0.01044000
2023-06-07 04:00:00,0.01045000,0.01047000,0.01003000,0.01003000
2023-06-07 08:00:00,0.01003000,0.01011000,0.00969000,0.00989000
2023-06-07 12:00:00,0.00989000,0.00989000,0.00958000,0.00971000
2023-06-07 16:00:00,0.00971000,0.00996000,0.00967000,0.00976000
2023-06-07 20:00:00,0.00976000,0.00986000,0.00964000,0.00969000
2023-06-08 00:00:00,0.00969000,0.00975000,0.00927000,0.00937000
2023-06-08 04:00:00,0.00936000,0.00940000,0.00925000,0.00929000
2023-06-08 08:00:00,0.00929000,0.01014000,0.00928000,0.00977000
2023-06-08 12:00:00,0.00976000,0.00992000,0.00952000,0.00955000
2023-06-08 16:00:00,0.00955000,0.00957000,0.00942000,0.00947000
2023-06-08 20:00:00,0.00947000,0.00959000,0.00946000,0.00956000
2023-06-09 00:00:00,0.00956000,0.00960000,0.00919000,0.00923000
2023-06-09 04:00:00,0.00922000,0.00957000,0.00922000,0.00949000
2023-06-09 08:00:00,0.00947000,0.00972000,0.00932000,0.00937000
2023-06-09 12:00:00,0.00937000,0.00950000,0.00936000,0.00939000
2023-06-09 16:00:00,0.00938000,0.00948000,0.00913000,0.00914000
2023-06-09 20:00:00,0.00914000,0.00932000,0.00914000,0.00925000
2023-06-10 00:00:00,0.00925000,0.00928000,0.00830000,0.00830000
2023-06-10 04:00:00,0.00831000,0.00842000,0.00465000,0.00692000
2023-06-10 08:00:00,0.00693000,0.00700000,0.00668000,0.00688000
2023-06-10 12:00:00,0.00687000,0.00799000,0.00670000,0.00725000
2023-06-10 16:00:00,0.00725000,0.00762000,0.00718000,0.00746000
2023-06-10 20:00:00,0.00746000,0.00754000,0.00734000,0.00734000
2023-06-11 00:00:00,0.00737000,0.00740000,0.00713000,0.00713000
2023-06-11 04:00:00,0.00714000,0.00720000,0.00696000,0.00702000
2023-06-11 08:00:00,0.00703000,0.00767000,0.00698000,0.00731000
2023-06-11 12:00:00,0.00731000,0.00753000,0.00719000,0.00727000
2023-06-11 16:00:00,0.00726000,0.00783000,0.00726000,0.00761000
2023-06-11 20:00:00,0.00762000,0.00769000,0.00733000,0.00748000
2023-06-12 00:00:00,0.00748000,0.00751000,0.00710000,0.00734000
2023-06-12 04:00:00,0.00736000,0.00736000,0.00718000,0.00723000
2023-06-12 08:00:00,0.00723000,0.00740000,0.00719000,0.00726000
2023-06-12 12:00:00,0.00727000,0.00834000,0.00722000,0.00812000
2023-06-12 16:00:00,0.00813000,0.00825000,0.00747000,0.00749000
2023-06-12 20:00:00,0.00749000,0.00789000,0.00749000,0.00770000
2023-06-13 00:00:00,0.00771000,0.00810000,0.00763000,0.00808000
2023-06-13 04:00:00,0.00808000,0.00808000,0.00776000,0.00779000
2023-06-13 08:00:00,0.00779000,0.00881000,0.00775000,0.00838000
2023-06-13 12:00:00,0.00837000,0.00899000,0.00829000,0.00870000
