date,open,high,low,close
2023-06-06 16:00:00,10.09500000,10.28200000,10.06100000,10.26500000
2023-06-06 20:00:00,10.26500000,10.28400000,10.11800000,10.14800000
2023-06-07 00:00:00,10.14700000,10.17200000,9.98800000,10.04200000
2023-06-07 04:00:00,10.04200000,10.09500000,9.99200000,10.03100000
2023-06-07 08:00:00,10.03000000,10.04600000,9.85100000,9.96300000
2023-06-07 12:00:00,9.96300000,9.96500000,9.56000000,9.62200000
2023-06-07 16:00:00,9.62100000,9.62500000,9.49600000,9.54700000
2023-06-07 20:00:00,9.54600000,9.55200000,9.33900000,9.43400000
2023-06-08 00:00:00,9.43600000,9.48800000,9.33100000,9.41100000
2023-06-08 04:00:00,9.41100000,9.50000000,9.40000000,9.48200000
2023-06-08 08:00:00,9.48200000,9.59000000,9.47500000,9.57800000
2023-06-08 12:00:00,9.57900000,9.62900000,9.52200000,9.54300000
2023-06-08 16:00:00,9.54200000,9.54400000,9.37200000,9.47500000
2023-06-08 20:00:00,9.47500000,9.52300000,9.43000000,9.43700000
2023-06-09 00:00:00,9.43800000,9.45400000,9.30400000,9.37200000
2023-06-09 04:00:00,9.37200000,9.38100000,9.24100000,9.26900000
2023-06-09 08:00:00,9.26900000,9.36600000,9.26500000,9.35100000
2023-06-09 12:00:00,9.35200000,9.47200000,9.28000000,9.28900000
2023-06-09 16:00:00,9.28900000,9.33000000,9.16800000,9.17200000
2023-06-09 20:00:00,9.17200000,9.25100000,9.14700000,9.17400000
2023-06-10 00:00:00,9.17600000,9.18000000,8.82000000,8.90700000
2023-06-10 04:00:00,8.90500000,8.92700000,7.01000000,7.92100000
2023-06-10 08:00:00,7.92200000,7.95600000,7.72500000,7.94500000
2023-06-10 12:00:00,7.94400000,7.94800000,7.80500000,7.88100000
2023-06-10 16:00:00,7.88100000,8.19100000,7.82300000,8.17900000
2023-06-10 20:00:00,8.17900000,8.25900000,8.08000000,8.23700000
2023-06-11 00:00:00,8.23700000,8.25900000,8.13800000,8.25200000
2023-06-11 04:00:00,8.25400000,8.30600000,8.11600000,8.13300000
2023-06-11 08:00:00,8.13500000,8.28200000,8.13500000,8.27000000
2023-06-11 12:00:00,8.26900000,8.28500000,8.19300000,8.20700000
2023-06-11 16:00:00,8.20700000,8.46500000,8.19700000,8.41700000
2023-06-11 20:00:00,8.41600000,8.50800000,8.34800000,8.44400000
2023-06-12 00:00:00,8.44300000,8.48100000,8.25500000,8.36400000
2023-06-12 04:00:00,8.36300000,8.52700000,8.34000000,8.37400000
2023-06-12 08:00:00,8.37300000,8.69200000,8.32300000,8.67100000
2023-06-12 12:00:00,8.67100000,8.77800000,8.57000000,8.69900000
2023-06-12 16:00:00,8.69800000,8.80600000,8.64700000,8.79300000
2023-06-12 20:00:00,8.79200000,8.84300000,8.73700000,8.73800000
2023-06-13 00:00:00,8.74000000,8.87900000,8.68200000,8.81000000
2023-06-13 04:00:00,8.81000000,8.84300000,8.72100000,8.72300000
2023-06-13 08:00:00,8.72300000,8.82300000,8.71000000,8.80200000
2023-06-13 12:00:00,8.80200000,8.95100000,8.54700000,8.57600000
