date,open,high,low,close
2023-06-06 16:00:00,0.34960000,0.35690000,0.34940000,0.35570000
2023-06-06 20:00:00,0.35570000,0.35660000,0.35150000,0.35310000
2023-06-07 00:00:00,0.35300000,0.35310000,0.34410000,0.34490000
2023-06-07 04:00:00,0.34490000,0.34710000,0.34070000,0.34100000
2023-06-07 08:00:00,0.34090000,0.34230000,0.33400000,0.33750000
2023-06-07 12:00:00,0.33740000,0.33850000,0.32460000,0.32520000
2023-06-07 16:00:00,0.32520000,0.32800000,0.31770000,0.32330000
2023-06-07 20:00:00,0.32330000,0.32390000,0.31930000,0.32230000
2023-06-08 00:00:00,0.32230000,0.32620000,0.32020000,0.32180000
2023-06-08 04:00:00,0.32190000,0.32880000,0.32140000,0.32770000
2023-06-08 08:00:00,0.32770000,0.32800000,0.32530000,0.32660000
2023-06-08 12:00:00,0.32670000,0.33080000,0.32600000,0.32880000
2023-06-08 16:00:00,0.32880000,0.32880000,0.31980000,0.32320000
2023-06-08 20:00:00,0.32330000,0.32580000,0.32230000,0.32280000
2023-06-09 00:00:00,0.32290000,0.32370000,0.31750000,0.32050000
2023-06-09 04:00:00,0.32050000,0.32060000,0.31280000,0.31380000
2023-06-09 08:00:00,0.31380000,0.31860000,0.31270000,0.31780000
2023-06-09 12:00:00,0.31780000,0.32400000,0.31110000,0.31130000
2023-06-09 16:00:00,0.31130000,0.31280000,0.29820000,0.29940000
2023-06-09 20:00:00,0.29950000,0.30290000,0.29020000,0.29510000
2023-06-10 00:00:00,0.29510000,0.29530000,0.27350000,0.27640000
2023-06-10 04:00:00,0.27630000,0.27670000,0.22000000,0.24030000
2023-06-10 08:00:00,0.24030000,0.25200000,0.23600000,0.25010000
2023-06-10 12:00:00,0.25000000,0.25760000,0.24610000,0.25440000
2023-06-10 16:00:00,0.25440000,0.26850000,0.25160000,0.26590000
2023-06-10 20:00:00,0.26580000,0.28060000,0.26300000,0.27470000
2023-06-11 00:00:00,0.27480000,0.27550000,0.26250000,0.26360000
2023-06-11 04:00:00,0.26360000,0.26780000,0.25980000,0.26210000
2023-06-11 08:00:00,0.26210000,0.27450000,0.25900000,0.26910000
2023-06-11 12:00:00,0.26910000,0.27120000,0.26390000,0.26420000
2023-06-11 16:00:00,0.26420000,0.27720000,0.26390000,0.27450000
2023-06-11 20:00:00,0.27450000,0.28000000,0.27060000,0.27200000
2023-06-12 00:00:00,0.27190000,0.27580000,0.26480000,0.26810000
2023-06-12 04:00:00,0.26810000,0.28240000,0.26760000,0.27820000
2023-06-12 08:00:00,0.27820000,0.28650000,0.27710000,0.28230000
2023-06-12 12:00:00,0.28240000,0.28320000,0.27640000,0.27720000
2023-06-12 16:00:00,0.27720000,0.27850000,0.27260000,0.27450000
2023-06-12 20:00:00,0.27450000,0.27830000,0.27340000,0.27480000
2023-06-13 00:00:00,0.27470000,0.28000000,0.27310000,0.27810000
2023-06-13 04:00:00,0.27810000,0.28120000,0.27510000,0.27960000
2023-06-13 08:00:00,0.27960000,0.28580000,0.27950000,0.28550000
2023-06-13 12:00:00,0.28550000,0.28960000,0.26840000,0.27040000
